image_id,relative_path,filename,class_label,sha256,width,height,mode,file_size,split
PHYTO_RAW_0011,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0368.JPG,IMG_0368.JPG,early_leaf_spot,2c9ed9b1f8697fb43e85f86714df9c728ad2ef70783d766d422efa8879b1a0d5,1200,800,RGB,511489,train
PHYTO_RAW_0012,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0369.JPG,IMG_0369.JPG,early_leaf_spot,4cbea7fd7ead136b07a51f057da278b809643ee64d8919db6b6bae89b5d87daa,1200,800,RGB,345869,train
PHYTO_RAW_0013,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0370.JPG,IMG_0370.JPG,early_leaf_spot,61aa3c5351e9185faa1a652699230a5b21002a6d4916d00f747f56f3b58046b7,1200,800,RGB,283510,train
PHYTO_RAW_0014,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0371.JPG,IMG_0371.JPG,early_leaf_spot,7ce6b477fc04710613654be68ff02da2470c9aba12f91c64c73034147cee7f40,1200,800,RGB,270764,test
PHYTO_RAW_0015,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0372.JPG,IMG_0372.JPG,early_leaf_spot,9a2846a2a122c57bd9d374688ee6b8a34cbadaf877787388c95b6f233ce9388e,1200,800,RGB,277031,test
PHYTO_RAW_0016,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0695.JPG,IMG_0695.JPG,early_leaf_spot,71f289117826b6cb6a9c74b18fccbf39d96c562985c86deb2830f43e9b2420c1,1200,800,RGB,375204,train
PHYTO_RAW_0017,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0696.JPG,IMG_0696.JPG,early_leaf_spot,1d42ccd444d3870b465b6509deff3eab8a158cdc8c4008fe0cc497e85c73975f,1200,800,RGB,254697,train
PHYTO_RAW_0018,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0697.JPG,IMG_0697.JPG,early_leaf_spot,9087f77d1add5439cf36908b5c187b5fc9f9cc44f6bb4b03583e7b0f6feb0e53,1200,800,RGB,262338,train
PHYTO_RAW_0019,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0698.JPG,IMG_0698.JPG,early_leaf_spot,9c928dce4312fb846e71c0291ade63edac95e4cfd2e45ef6cd77c3e7f22a05d0,1200,800,RGB,276648,train
PHYTO_RAW_0020,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0699.JPG,IMG_0699.JPG,early_leaf_spot,17722b1b105b35b8462ee6fc2565ea1743c9830db8d616bf76b754c33f16ea5d,1200,800,RGB,241878,train
PHYTO_RAW_0021,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0700.JPG,IMG_0700.JPG,early_leaf_spot,01c99ad5761a893d71bb0287933d80fa4c611a5ff95661e00b71276f8faedb19,1200,800,RGB,295655,test
PHYTO_RAW_0022,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0701.JPG,IMG_0701.JPG,early_leaf_spot,a40570622c0bcc1a076b3d149fb8eacce0d6023d2da091bbac8bb1d8435dfc9b,1200,800,RGB,243238,test
PHYTO_RAW_0023,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0702.JPG,IMG_0702.JPG,early_leaf_spot,36ef587075ab276ab4843584d0b79861c3b77175eeeaac562cf6f2990a7c69ce,1200,800,RGB,273461,train
PHYTO_RAW_0024,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0703.JPG,IMG_0703.JPG,early_leaf_spot,d7011efeca35f72ba7a461078457637b37f7508b10e0b8c57f796ae11e8c35c5,1200,800,RGB,261767,train
PHYTO_RAW_0025,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0704.JPG,IMG_0704.JPG,early_leaf_spot,ed7ae21cda6413a4da5daac2e0bcda6ddf889bfb5d9235f0ad3378729ce08375,1200,800,RGB,281376,train
PHYTO_RAW_0026,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0705.JPG,IMG_0705.JPG,early_leaf_spot,4d40ef91d0bda871a758da20f8ea19a95e548f3e39b5fe22ccc8d6c463a98ae7,1200,800,RGB,385818,train
PHYTO_RAW_0027,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0706.JPG,IMG_0706.JPG,early_leaf_spot,6ded39074529c16a244c8e736699c8d66aebc96d035edbcbe2509eedfeba4d88,1200,800,RGB,378765,train
PHYTO_RAW_0028,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0707.JPG,IMG_0707.JPG,early_leaf_spot,cfba5b8003b1057a47b1d913d495fdb050e9920ebec57c92d4988ae83a402eca,1200,800,RGB,275843,test
PHYTO_RAW_0029,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0709.JPG,IMG_0709.JPG,early_leaf_spot,cf25affdb2c10615ea56f571238e9603cd360ddcb51932950c00599fe65f0c2c,1200,800,RGB,293387,train
PHYTO_RAW_0030,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0710.JPG,IMG_0710.JPG,early_leaf_spot,5f76771f849727a791370d07585524e67c36fb7c8d72dbbfcf69ba09985901db,1200,800,RGB,357413,train
PHYTO_RAW_0031,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0712.JPG,IMG_0712.JPG,early_leaf_spot,0a9a256faa5c5e327e236ffb08fac3a3bddc6bc3b8992feb2d811c83e74bb12f,1200,800,RGB,266257,train
PHYTO_RAW_0032,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0713.JPG,IMG_0713.JPG,early_leaf_spot,731e3e8681a0150a9136a065df93564124665c5ad9ccb750d35c766f8e38955e,1200,800,RGB,287755,train
PHYTO_RAW_0033,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0714.JPG,IMG_0714.JPG,early_leaf_spot,cb2812abbfda724a53d086d0136a1322cf55c101a74d961341a8c63d4a258188,1200,800,RGB,321440,test
PHYTO_RAW_0034,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0715.JPG,IMG_0715.JPG,early_leaf_spot,1b1ecf82627181c81934de82b529d1c87519d09702166dee5737caf9a4c97590,1200,800,RGB,243934,train
PHYTO_RAW_0035,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0716.JPG,IMG_0716.JPG,early_leaf_spot,476e2cbf5a9467ed066abfa7a85747bc4ecb84a3d6586bf502a5347447a5b8c9,1200,800,RGB,264982,test
PHYTO_RAW_0036,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0717.JPG,IMG_0717.JPG,early_leaf_spot,a0d5523c2047f5f67089e478a9e7abca313722658ff5fe9437de0f686181978d,1200,800,RGB,273968,validation
PHYTO_RAW_0037,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0718.JPG,IMG_0718.JPG,early_leaf_spot,ead7e6bb3888154d3ca23a9ad5adb02794e5858721bbede766e6d8e979654559,1200,800,RGB,265272,train
PHYTO_RAW_0038,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0719.JPG,IMG_0719.JPG,early_leaf_spot,5f7481234f3c96abc0c82e0f9e507b502d906b0a0d1cdd28d411d8239bff6420,1200,800,RGB,260413,train
PHYTO_RAW_0039,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0720.JPG,IMG_0720.JPG,early_leaf_spot,8251f53a5e163dc4a7bd78a6e5f2355818b8c8671c95e0e7262073d1854efa7b,1200,800,RGB,228939,train
PHYTO_RAW_0040,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0721.JPG,IMG_0721.JPG,early_leaf_spot,cbd6494a0cc1944839e7d319c67e33881e2fca720aca024c2118841f19b85361,1200,800,RGB,273060,train
PHYTO_RAW_0041,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0809.JPG,IMG_0809.JPG,early_leaf_spot,a0d2b0801e765385d9e6e121e50a8f81cb2f5299b4a62f6a2e1a796096524736,1200,800,RGB,264731,test
PHYTO_RAW_0042,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0810.JPG,IMG_0810.JPG,early_leaf_spot,3b6e586f2548d5843cccb2fbed35b6ea9464accb02edb7aa0d70fcc2b5391a68,1200,800,RGB,227553,train
PHYTO_RAW_0043,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0811.JPG,IMG_0811.JPG,early_leaf_spot,20b9903fef6d34e4f3e89c56c4878a6554e73db56f3431f30576b8947f5f8a85,1200,800,RGB,323425,train
PHYTO_RAW_0044,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0812.JPG,IMG_0812.JPG,early_leaf_spot,9664b6bbcd16c73bd6233682822d736a75e0504c18fe0d5447c41f530690d65b,1200,800,RGB,276725,train
PHYTO_RAW_0045,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0813.JPG,IMG_0813.JPG,early_leaf_spot,b1606d2220281f3afae7d775451135f756318a49e6ac46a49af6bff9f050a249,1200,800,RGB,272063,train
PHYTO_RAW_0046,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0814.JPG,IMG_0814.JPG,early_leaf_spot,39937363c66ddb0026902749e1bf242f73985e220b2d45e8e3a3fd1079689561,1200,800,RGB,278554,train
PHYTO_RAW_0047,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0815.JPG,IMG_0815.JPG,early_leaf_spot,c2e6fbe02bf9e0a7dad53419cdc32e7407262f97147705b2e561a272e3f5f3e9,1200,800,RGB,199669,train
PHYTO_RAW_0048,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0873.JPG,IMG_0873.JPG,early_leaf_spot,6871b84fa47a3c6771151a1914d5cfb4fdd4d69446fd8c5c17ae32abfadb15ac,1200,800,RGB,200057,validation
PHYTO_RAW_0049,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0874.JPG,IMG_0874.JPG,early_leaf_spot,6022e83f2fa69aa8ce624f26a2ed3c050ae098a2c777437511db5dd7d322d367,1200,800,RGB,213684,train
PHYTO_RAW_0050,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0875.JPG,IMG_0875.JPG,early_leaf_spot,3594ce100d22c73b08b03a1fb8329d38940e65a0e6d78047bcced4ac060e84da,1200,800,RGB,276139,train
PHYTO_RAW_0051,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0876.JPG,IMG_0876.JPG,early_leaf_spot,d5a8f1cee2a7283d8457a96b57834844926098ee62c86fde336495276dbdbd65,1200,800,RGB,260770,train
PHYTO_RAW_0052,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0877.JPG,IMG_0877.JPG,early_leaf_spot,75163cd1730c10cf86a1af7d12ea70876d1d8a5da79385daee8b1328464392fe,1200,800,RGB,248650,train
PHYTO_RAW_0053,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0878.JPG,IMG_0878.JPG,early_leaf_spot,982949f44009498061a5a803a4cb6d3d2b9e26980fb7a57de1eecc25b4adbc27,1200,800,RGB,262556,test
PHYTO_RAW_0054,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0879.JPG,IMG_0879.JPG,early_leaf_spot,e40b99e4bc48c00588c30d154915175f9efa73e5489b4e68ca0e8d753006b151,1200,800,RGB,279592,train
PHYTO_RAW_0055,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0880.JPG,IMG_0880.JPG,early_leaf_spot,cae3a0ad083163f873d4a2c03b05d02f34b237c53ddd0bd15592b0c9435c0ab9,1200,800,RGB,274602,train
PHYTO_RAW_0056,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0881.JPG,IMG_0881.JPG,early_leaf_spot,98589672bf42b6505a7d6e3ab4afe73cf6dcf190279d6c758ea161dfd95805a4,1200,800,RGB,311383,train
PHYTO_RAW_0057,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0882.JPG,IMG_0882.JPG,early_leaf_spot,d2be06aa52e88489e0aa24f03b899e5c91ec80387ec5d5527bd155993fdf34f7,1200,800,RGB,220649,train
PHYTO_RAW_0058,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0883.JPG,IMG_0883.JPG,early_leaf_spot,80922e645b571d6daa269da900cdf47dc5b4cbb251a25db92e6b52fff990e27c,1200,800,RGB,224884,train
PHYTO_RAW_0059,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0884.JPG,IMG_0884.JPG,early_leaf_spot,0b9f37441772ed6e5df42ed4ff276912123e2e7618141463ab66bd006d06808e,1200,800,RGB,207915,test
PHYTO_RAW_0060,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0885.JPG,IMG_0885.JPG,early_leaf_spot,5008eb187a86a1200593449fc6806be5648f71affa7d969bb491a15b07cffd76,1200,800,RGB,180150,train
PHYTO_RAW_0061,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0886.JPG,IMG_0886.JPG,early_leaf_spot,9110f088fdd7f91901dce03417e95d4ade4e26ac0b6e112b01937cadb314947f,1200,800,RGB,232265,train
PHYTO_RAW_0062,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0887.JPG,IMG_0887.JPG,early_leaf_spot,2d257de44616b806d2dc2129b92caa5013df2f7896b61d3a4e5af8a6b89b0ba2,1200,800,RGB,326830,train
PHYTO_RAW_0063,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0888.JPG,IMG_0888.JPG,early_leaf_spot,b0a183248cb87a91d5c588696205a896eab0786988d387e9c750b43cbfe47d7f,1200,800,RGB,292304,test
PHYTO_RAW_0064,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0889.JPG,IMG_0889.JPG,early_leaf_spot,55887b6d6e01b502b8a7d2d59e55720429664cb957348ac6ef0b7577e58b5790,1200,800,RGB,252715,train
PHYTO_RAW_0065,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0890.JPG,IMG_0890.JPG,early_leaf_spot,0fc63ae6126cec1cd77260b9d3bb25a29552b2f78812222d5a60ae8571373a07,1200,800,RGB,269426,test
PHYTO_RAW_0066,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0891.JPG,IMG_0891.JPG,early_leaf_spot,cb65ac615b8cc9287dfb09ff6a5d6cc5123157ed3f7426f4ff9bb992c9a30ab3,1200,800,RGB,551623,train
PHYTO_RAW_0067,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0892.JPG,IMG_0892.JPG,early_leaf_spot,d9766a4593b21c775ffe04f246203fc0ecdb869468a26596a9b5eebd9c8228aa,1200,800,RGB,357570,train
PHYTO_RAW_0068,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0893.JPG,IMG_0893.JPG,early_leaf_spot,d0dfe2fa35acf3270cdd91a388319fd0e77de34800a1e824244d669860cdce24,1200,800,RGB,314933,train
PHYTO_RAW_0069,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0894.JPG,IMG_0894.JPG,early_leaf_spot,0bb33c0c6ac1f918a6862800b504fef057b614713d8b7b3b8cb63e9a0b71be49,1200,800,RGB,306292,train
PHYTO_RAW_0070,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0895.JPG,IMG_0895.JPG,early_leaf_spot,f2686ff9069cdf20e618a2b73b5d8d07bacf7caa75dc181eccc67e46550e02c4,1200,800,RGB,319392,train
PHYTO_RAW_0071,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0896.JPG,IMG_0896.JPG,early_leaf_spot,64f2af434e3d4111adc766269cc64b52fbc25577aca2362eae813bfa1748366a,1200,800,RGB,259230,train
PHYTO_RAW_0072,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0897.JPG,IMG_0897.JPG,early_leaf_spot,ba46725f6cb35a6f15c2fed48fdf0c09625ca92f20f790d143d520cafcb49c63,1200,800,RGB,248544,test
PHYTO_RAW_0073,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0898.JPG,IMG_0898.JPG,early_leaf_spot,e86f1547c670c618fe16faa4318fdc066be823eb83f9af73853ab72372cd84d4,1200,800,RGB,265000,train
PHYTO_RAW_0074,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0899.JPG,IMG_0899.JPG,early_leaf_spot,6b7944f434a22b929591c82363690c7e87d7954c630ee87b063ff623d23d2372,1200,800,RGB,289715,train
PHYTO_RAW_0075,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0900.JPG,IMG_0900.JPG,early_leaf_spot,42483f449c84203eaba99d17e571a9c53fd2db6d8f7de25c1cf0676f35d8ce0c,1200,800,RGB,238017,train
PHYTO_RAW_0076,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0901.JPG,IMG_0901.JPG,early_leaf_spot,ed458f373318a43c54843697073787a3b3f2b6026552ff58eeb21520258d5884,1200,800,RGB,256724,train
PHYTO_RAW_0077,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0902.JPG,IMG_0902.JPG,early_leaf_spot,3969ad4abc3bf7eed7a0b9cd8cbdbe512898b1163459c61e67800d298bdca514,1200,800,RGB,244073,train
PHYTO_RAW_0078,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0903.JPG,IMG_0903.JPG,early_leaf_spot,fda69a0727c6060c604f3e490093737ac21254905c1f2be37335dbcf0c61c38a,1200,800,RGB,318435,train
PHYTO_RAW_0079,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0904.JPG,IMG_0904.JPG,early_leaf_spot,951fdf6039402d50af2c579825ddcf08e2afaead015593dfce19eba38bb26640,1200,800,RGB,413638,train
PHYTO_RAW_0080,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0905.JPG,IMG_0905.JPG,early_leaf_spot,9339bf0a9e971e2c1e23fcefd9ce2167350b2035cf3c0f544095d3ae0021e611,1200,800,RGB,397016,train
PHYTO_RAW_0081,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_0906.JPG,IMG_0906.JPG,early_leaf_spot,aebe829d4526cd8fafdb988ad64621f27b3d2f48dfb9fed5bbdb3821b53b3d9b,1200,800,RGB,414970,test
PHYTO_RAW_0082,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_1084.JPG,IMG_1084.JPG,early_leaf_spot,e4b972192ed371c097eb26150feaaac23e6c7608315f84ffecb5bf0df595a604,1200,800,RGB,271315,train
PHYTO_RAW_0083,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_1085.JPG,IMG_1085.JPG,early_leaf_spot,a78a1a65fdf43e3ab7fd275ca7d1957b0943381de20ce34b2104a6b0a02cb04b,1200,800,RGB,237705,train
PHYTO_RAW_0084,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_1086.JPG,IMG_1086.JPG,early_leaf_spot,dc7447a6f69e4fd0d782ed7382597cf007235734aa9a3e95df205fce4b9267c0,1200,800,RGB,205809,train
PHYTO_RAW_0085,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_1087.JPG,IMG_1087.JPG,early_leaf_spot,f25ce95e9e89bd4f3e93fe969308e5bd9765a1858a46289f9f88d60a8af4171b,1200,800,RGB,255499,train
PHYTO_RAW_0086,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_1088.JPG,IMG_1088.JPG,early_leaf_spot,be354de4654ecfc584e7e99c8892b45bb8a268ddd35aeeaad9eabc922bcbb3c6,1200,800,RGB,211374,validation
PHYTO_RAW_0087,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_1089.JPG,IMG_1089.JPG,early_leaf_spot,3d76388c987e60995a9656ee71c023bc1d79f7d79c08434836972bcade8e3b6d,1200,800,RGB,262607,train
PHYTO_RAW_0088,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_1090.JPG,IMG_1090.JPG,early_leaf_spot,9ae0f0fd5fa2089650906fe4c2e168a0833ede25426763f6cb8923f37acced7b,1200,800,RGB,275300,test
PHYTO_RAW_0089,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_1091.JPG,IMG_1091.JPG,early_leaf_spot,d9aa2a34a1114b03f1c800ed7157d4aa8b6c06819680d44efa10603d8cf8ddd6,1200,800,RGB,292700,train
PHYTO_RAW_0090,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_1092.JPG,IMG_1092.JPG,early_leaf_spot,5bfa98cd59e23e5ed301688e147a25ca38308cc94de38ea6003f38e717078c09,1200,800,RGB,596704,train
PHYTO_RAW_0091,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_1214.JPG,IMG_1214.JPG,early_leaf_spot,d3844c113bde8828230dd95004e46095471230e647c6c783323ffac61aa265c6,1200,800,RGB,220054,train
PHYTO_RAW_0092,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_1215.JPG,IMG_1215.JPG,early_leaf_spot,83b8be95049620b9f6efcd1ef804a6105110bab469508ae1ca86490d0a4ec84e,1200,800,RGB,239787,test
PHYTO_RAW_0093,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_1396.JPG,IMG_1396.JPG,early_leaf_spot,30c6660f12948436ebc423b190d699acee738daf79b951e89abb5d9649e9058e,1200,800,RGB,214997,train
PHYTO_RAW_0094,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_1397.JPG,IMG_1397.JPG,early_leaf_spot,db601d55920bc1dec3ae1c32415a59a7b1d25a384c34797e9d146760818b1f56,1200,800,RGB,248121,train
PHYTO_RAW_0095,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_1398.JPG,IMG_1398.JPG,early_leaf_spot,66fb1e9d989159602e19bac3b09c7163c2b3a153bcc9c6b3c048433fca4810a6,1200,800,RGB,246957,train
PHYTO_RAW_0096,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_1399.JPG,IMG_1399.JPG,early_leaf_spot,9c56138937a083d2bfe89697cbe61c3309ea5070577a5dcd13e9ba3cd5aeebdb,1200,800,RGB,235518,validation
PHYTO_RAW_0097,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_1400.JPG,IMG_1400.JPG,early_leaf_spot,8992071a9f1ba26b5d381f97559f224e57c64aac9ee5bd6a50fcba97e145e2d4,1200,800,RGB,238939,train
PHYTO_RAW_0098,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_1401.JPG,IMG_1401.JPG,early_leaf_spot,35686aba21793a52ebbcf336f3d486d04877f7d24eb0519067bd7aa645eaf4a2,1200,800,RGB,196266,train
PHYTO_RAW_0099,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_1402.JPG,IMG_1402.JPG,early_leaf_spot,1e2a38ee2ce0647e51b87826167e3716f1c03a31ef327a294c10b055ac3840df,1200,800,RGB,257280,validation
PHYTO_RAW_0100,Dataset of groundnut plant leaf images for classification and detection/Raw_Data/early_leaf_spot/IMG_1403.JPG,IMG_1403.JPG,early_leaf_spot,654b70ce2f061011e779960bab98aebef5bcc05440badf5fd56b7ec22258b207,1200,800,RGB,293088,test
